PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY
DE-I-277,TOVTRY IMPORTING INC.,PRISTINE,802 WEST ST,WILMINGTON,DE,19801,0,NEW CASTLE
DE-I-280,CHANDEL & CHANDEL INC., ,901 N MARKET ST,WILMINGTON,DE,19801,3022,NEW CASTLE
DE-I-281,"BACCHUS IMPORTERS, LTD.", ,1259-1261 OLD COOCH'S BRIDGE RD,NEWARK,DE,19713,0,NEW CASTLE
DE-I-283,"USA DISTRIBUTORS OF DELAWARE, INCORPORATED", ,700 CORNELL DR,WILMINGTON,DE,19801,5762,NEW CASTLE
DE-I-284,"BRANDYWINE CIDER COMPANY, LLC", ,2205 OLD KENNETT RD,GREENVILLE,DE,19807,1549,NEW CASTLE
DE-I-285,"WINESOURCE USA, LLC", ,1220 N MARKET ST,WILMINGTON,DE,19801,2598,NEW CASTLE
DE-I-286,"SOUTHERN WINE & SPIRITS OF DELAWARE, LLC", ,615 LAMBSON LN,NEW CASTLE,DE,19720,2103,NEW CASTLE
DE-I-288,"ANSONIA IMPORTS, INC.",ANSONIA WINES,501 SILVERSIDE RD,WILMINGTON,DE,19809,1374,NEW CASTLE
FL-I-1029,"TWR, INC.",THIRD WORLD RESOURCES CO.,4801 PEMBROKE RD,HOLLYWOOD,FL,33021,8116,BROWARD
FL-I-1037,F & V TRADING CORPORATION, ,15360 SONOMA  DR,FORT MYERS,FL,33908,0,LEE
FL-I-1052,HIRAM WALKER - A.V. CORP.,ALLIED DOMECQ DUTY FREE,9350 S DIXIE HWY,MIAMI,FL,33156,2944,MIAMI-DADE
FL-I-1085,RAMIR ENTERPRISES CORPORATION, ,1220 NIGHTINGALE AVE,MIAMI SPRINGS,FL,33166,3833,MIAMI-DADE
FL-I-1087,DIVERSIFIED IMPORTS CO., ,2300 GLADES RD,BOCA RATON,FL,33431,7386,PALM BEACH
FL-I-1089,"GREEK FOODS SPECIALTY, INC.", ,515 N 21ST AVE,HOLLYWOOD,FL,33020,4014,BROWARD
FL-I-1090,"SIXTO, INC.",FEDERICO SIXTO & CO.,11350 66TH ST,LARGO,FL,33773,5524,PINELLAS
FL-I-1095,"FLORIDA CIDER COMPANY, INC.", ,320 N ATLANTIC AVE,COCOA BEACH,FL,32931,4303,BREVARD
FL-I-1096,"J & M DELIVERY, INC.",ASTROS IMPORT & EXPORT,10030 SW 33RD ST,MIAMI,FL,33165,3821,MIAMI-DADE
FL-I-1100,BRICKELL BAY CONSULTANTS INC.,BRICKELL BAY INDUSTRIES,11726 SW 107TH TER,MIAMI,FL,33186,3962,MIAMI-DADE
FL-I-1109,BARU INTERNATIONAL CORPORATION,AGULIA TRADING CORP.,801 BRICKELL AVE,MIAMI,FL,33131,2945,MIAMI-DADE
FL-I-1111,NAVY EXCHANGE,FSO DISTRIBUTION CENTER,"BUILDING #169, NAVAL AIR STATION ",JACKSONVILLE,FL,32212,0,DUVAL
FL-I-1122,"PACIFIC-AMERICAN TRADING COMPANY, INC.", ,6601 LYONS RD,COCONUT CREEK,FL,33073,3632,BROWARD
FL-I-1124,GRAND CHEF CORPORATION, ,3455 NW 54TH ST,MIAMI,FL,33142,3309,MIAMI-DADE
FL-I-1126,ASONS TOBACCO CORPORATION, ,15315 NE 21ST AVE,NORTH MIAMI BEACH,FL,33162,6005,MIAMI-DADE
FL-I-1138,"L'AIGLON WINE AND SPIRITS IMPORT CO., INC.", ,3000 ISLAND BLVD,AVENTURA,FL,33160,4923,MIAMI-DADE
FL-I-1151,"GIE-BO, INC.", ,5036 ORTEGA BLVD,JACKSONVILLE,FL,32210,8304,DUVAL
FL-I-1152,TERRENCE TORNEY, ,506 LENNOX RD W,PALM HARBOR,FL,34683,1545,PINELLAS
FL-I-1153,"GRANTHAM DISTRIBUTING CO., INC.", ,2685 HANSROB RD,ORLANDO,FL,32804,3317,ORANGE
FL-I-1159,"EDELWEISS IMPORTS, INC.", ,9056 TALWAY CIR,BOYNTON BEACH,FL,33437,2728,PALM BEACH
FL-I-1162,"CERVEZAS VICTORIA Y TONA BEERS, INC.", ,7061 SW 47TH ST,MIAMI,FL,33155,4651,MIAMI-DADE
FL-I-1163,"ALPHA MARKETING NETWORK, INC.","AMN, AMN DISTRIBUTORS",2661 W 81ST ST,HIALEAH,FL,33016,2756,MIAMI-DADE
FL-I-1164,"W.W.X.T.E., CORPORATION", ,777 S STATE ROAD 7,MARGATE,FL,33068,2803,BROWARD
FL-I-1167,"VINIKOOR IMPORTS, INC.", ,4330 SHERIDAN ST,HOLLYWOOD,FL,33021,1407,BROWARD
FL-I-1170,"EMMAN ENTERPRISES, INC.", ,2099 NW 141ST ST,OPA LOCKA,FL,33054,4170,MIAMI-DADE
FL-I-1193,"FANTIS FOODS OF FLORIDA, INC.", ,3399 118TH AVE N,ST PETERSBURG,FL,33716,1830,PINELLAS
FL-I-1196,"LE CELLIER, INC.", ,540 N STATE ROAD 434 UNIT 146-B,ALTAMONTE SPRINGS,FL,32714,2166,SEMINOLE
FL-I-1204,"CONDAL IMPORTS, INC.", ,7220 NW 36TH ST,MIAMI,FL,33166,6737,MIAMI-DADE
FL-I-1208,"MOHAWK DISTILLED PRODUCTS, L.P.",MARIE BRIZARD WINE & SPIRITS,11900 BISCAYNE BLVD,NORTH MIAMI,FL,33181,2734,MIAMI-DADE
FL-I-1212,"B & C ENTERPRISES OF TAMPA, INC.", ,217 N 11TH ST,TAMPA,FL,33602,3601,HILLSBOROUGH
FL-I-1216,"GIBB STRACHAN, INC.",BEST CELLAR,901 E SAMPLE RD,POMPANO BEACH,FL,33064,5151,BROWARD
FL-I-1226,"D. WINGFIELD INTERNATIONAL, INC.", ,767 NW 7TH DR,BOCA RATON,FL,33486,3523,PALM BEACH
FL-I-1228,"WINES & FOODS FROM ITALY, INC.",WINES & FOOD FROM ITALY,12323 SW 132ND CT,MIAMI,FL,33186,6477,MIAMI-DADE
FL-I-1233,NEW IMAGE TRADING CORPORATION, ,14048 SW 140TH ST,MIAMI,FL,33186,5548,MIAMI-DADE
FL-I-1238,"THE FRANK PESCE INTERNATIONAL GROUP, LIMITED", ,1200 CLINT MOORE RD,BOCA RATON,FL,33487,2731,PALM BEACH
FL-I-1239,"TIMAM, INC.", ,95 S 10TH ST,HAINES CITY,FL,33844,5301,POLK
FL-I-1240,"TRICOLOR BEER IMPORTERS, INC.", ,3262 SW 141ST AVE,MIAMI,FL,33175,6759,MIAMI-DADE
FL-I-1242,"C & B INTERNATIONAL TRADING GROUP, INC.", ,3727 VINELAND RD,ORLANDO,FL,32811,6416,ORANGE
FL-I-1244,THE CITY DISTRIBUTOR INC., ,3196 SE WAALER ST,STUART,FL,34997,5924,MARTIN
FL-I-1245,UNIVERSAL LIQUOR IMPORT CORP., ,27 ALMERIA AVE,CORAL GABLES,FL,33134,6118,MIAMI-DADE
FL-I-1249,"BIANCA M., CORPORATION",FLORIDA SHIP SUPPLY,1202 N 19TH ST,TAMPA,FL,33605,5226,HILLSBOROUGH
FL-I-1251,JOSEPH POPECK, ,205 CADIZ CT,MERRITT ISLAND,FL,32953,2932,BREVARD
FL-I-1252,PONCHE CREMA TRADING CORP., ,9300 NW 58TH ST,MIAMI,FL,33178,1633,MIAMI-DADE
FL-I-1254,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.", ,10055 NW 12TH  ST,DORAL,FL,33172,2761,MIAMI-DADE
FL-I-1255,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.", ,5400 GLADES CUT OFF RD,FORT PIERCE,FL,34981,4615,SAINT LUCIE
FL-I-1257,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.", ,1751 NW 12TH AVE,POMPANO BEACH,FL,33069,1732,BROWARD
FL-I-1258,"GOLD COAST BEVERAGE DISTRIBUTORS, INC.", ,161 US HIGHWAY 1,E ROCKLAND KEY,FL,33040,5475,MONROE
FL-I-1261,CARLOS PEREZ,EUROPA IMPORTS,22465 SW 61ST WAY,BOCA RATON,FL,33428,6335,PALM BEACH
FL-I-1268,"GOS INTERNATIONAL DISTRIBUTORS, INC.", ,139  33RD AVE S,JACKSONVILLE BEACH,FL,32250,6042,DUVAL
FL-I-1269,"LIQUID ASSETS DISTRIBUTING, INC.",BEVERAGELINK DISTRIBUTORS,7999 NW 81ST PL,MIAMI,FL,33166,2194,MIAMI-DADE
FL-I-1271,"SAGITTARIUS IMPORTS, INC.", ,10208 VESTAL CT,CORAL SPRINGS,FL,33071,5835,BROWARD
FL-I-1273,REMBRANDT MASTERPIECE CORP., ,12274 WEDGE WAY,BOYNTON BEACH,FL,33437,2060,PALM BEACH
FL-I-1279,"SPIRIT IMPORTS, INC.",SYDNEY HARLOW TRADING,10210 NW 50TH ST,SUNRISE,FL,33351,8045,BROWARD
FL-I-1282,HARVEY MYRON BERKMAN,KENNSINGTON & CO.,4770 BISCAYNE BLVD,MIAMI,FL,33137,3247,MIAMI-DADE
FL-I-1284,"WINES FROM RUSSIA, INC.", ,9760 NW 51ST ST,CORAL SPRINGS,FL,33076,2460,BROWARD
FL-I-1285,NICKOLAOS SFIRAKIS, ,1914 CALUMET ST,CLEARWATER,FL,33765,1151,PINELLAS
FL-I-1287,"GLOBAL CONTACTS, INC.", ,503 LAKE CHARM DR,OVIEDO,FL,32765,6875,SEMINOLE
FL-I-1290,ATLANTIC COAST BONDED SALES & DISTRIBUTION INC.,VINTAGE SELECTIONS,405 ATLANTIS RD,CAPE CANAVERAL,FL,32920,5538,BREVARD
FL-I-1291,"ALL BRAZILIAN IMPORT & EXPORT, INC.", ,922 NW 1ST ST,FORT LAUDERDALE,FL,33311,8902,BROWARD
FL-I-1295,SOLRAC IMPORT INC., ,821 SW 103RD CT,MIAMI,FL,33174,2741,MIAMI-DADE
FL-I-1297,"HARBOR DISTRIBUTORS, INC.", ,9200 S DADELAND BLVD,MIAMI,FL,33156,2714,MIAMI-DADE
FL-I-1299,"CAPE IMPORTS, INC.", ,405 ATLANTIS RD,CAPE CANAVERAL,FL,32920,4222,BREVARD
FL-I-1301,"WHOLESALERS MARKETING GROUP, INC.", ,2801 SW 3RD AVE,MIAMI,FL,33129,2316,MIAMI-DADE
FL-I-1302,JAMES R. BROWN,BACCHUS IMPORTS,529 KAY RD,MIDDLEBURG,FL,32068,4619,CLAY
FL-I-1305,IVV INCORPORATED, ,10850 REGENT CIR,NAPLES,FL,34109,1584,COLLIER
FL-I-1314,CHARTOR BEVERAGES INTERNATIONAL, ,7137 PROMENADE DR,BOCA RATON,FL,33433,6903,PALM BEACH
FL-I-1316,EDBET CORPORATION,EDBET IMPORTS,904 WINDERMERE WAY,PALM BEACH GARDENS,FL,33418,8201,PALM BEACH
FL-I-1320,OVERSEAS SERVICE CORPORATION, ,1100 NORTHPOINT PKWY,WEST PALM BEACH,FL,33407,1937,PALM BEACH
FL-I-1322,"TAILOR MADE IMPORT, INC.", ,103 MINNEHAHA CIR,MAITLAND,FL,32751,4598,ORANGE
FL-I-1323,EXCIM TRADING CORP., ,6073 NW 167TH ST,HIALEAH,FL,33015,4314,MIAMI-DADE
FL-I-1326,P. SEITZ IMPORT CORP., ,904 LEE BLVD,LEHIGH ACRES,FL,33936,4953,LEE
FL-I-1327,"NEWSEL, INC.", ,13000 STATE HIGHWAY 20 W,FREEPORT,FL,32439,2000,WALTON
FL-I-1331,"EURO-AMERICAN FINANCE NETWORK, INC.", ,6624 WOODY CT,LEESBURG,FL,34748,9106,LAKE
FL-I-1332,SAN MANATEE INC., ,1637 SE PARADISE CIR,CRYSTAL RIVER,FL,34429,4616,CITRUS
FL-I-1333,CUE INTERNATIONAL INC., ,2315 NW 107TH AVE,MIAMI,FL,33172,0,DADE
FL-I-1340,"TMI INTERNATIONAL, INC.", ,103 MINNEHAHA CIR,MAITLAND,FL,32751,4598,ORANGE
FL-I-1343,"AUGUSTAN WINE IMPORTS, INC.", ,3401 N 29TH AVE,HOLLYWOOD,FL,33020,1001,BROWARD
FL-I-1348,"JAMES FARRAGUT & CO., INC.", ,719 NIEVES LN,ST AUGUSTINE,FL,32086,7710,SAINT JOHNS
FL-I-1350,ALTAMIRA L.C.,ALTAMIRA WINE DISTRIBUTORS,2511 NW 16TH LN,POMPANO BEACH,FL,33064,1538,BROWARD
FL-I-1353,IBERIA WINES CORP., ,7541 NE 3RD PL,MIAMI,FL,33138,4919,MIAMI-DADE
FL-I-1354,"R. H. WINES & LIQUORS, INC.", ,5700 SW 127TH AVE,MIAMI,FL,33183,1435,MIAMI-DADE
FL-I-1356,"ALLDERS INTERNATIONAL USA, INC.", ,"FTZ #25, BLDG A, 3400 MACINTOSH RD. ",PORT EVERGLADES,FL,33316,0,BROWARD
FL-I-1363,BACARDI U.S.A. INC., ,2701 S LE JEUNE RD,CORAL GABLES,FL,33134,5836,MIAMI-DADE
FL-I-1364,BACARDI BOTTLING CORPORATION, ,12200 N MAIN ST,JACKSONVILLE,FL,32218,3819,DUVAL
FL-I-1366,"DCI MIAMI, INC.",CARIB BEER (USA),11403 NW 39TH ST,DORAL,FL,33178,4843,MIAMI-DADE
FL-I-1370,"CARIBBEAN EXPORT APPLIANCES, INC.", ,1195 NW 97TH AVE,DORAL,FL,33172,2840,MIAMI-DADE
FL-I-1372,"FIRST WESTERN TRADING GROUP, INC.",FIRST WESTERN TRADING GROUP,28471 US HIGHWAY 19 N,CLEARWATER,FL,33758,0,PINELLAS
FL-I-1375,"INTERNATIONAL CRUISE DUTY FREE, INC.", ,10200 NW 110 AVENUE,MEDLEY,FL,33178,2770,MIAMI-DADE
FL-I-1376,"NISHIMOTO TRADING CO., LTD.", ,3941 COMMERCE PKWY,MIRAMAR,FL,33025,3936,BROWARD
FL-I-1377,"DOBRO DISTRIBUTION OF FLORIDA, INC.", ,4548 MUNDY DR,JACKSONVILLE,FL,32207,7520,DUVAL
FL-I-1378,"ORVINO IMPORTS & DISTRIBUTING, INC.","ORVINO IMPORTS, INC.",11927 W SAMPLE RD,CORAL SPRINGS,FL,33065,3164,BROWARD
FL-I-1380,GRAJAMPITH'S INC., ,1005 KANE CONCOURSE,BAY HARBOUR ISLAND,FL,33156,0,DADE
FL-I-1384,"NEW WORLD MERCHANTS, INC.", ,1100 LEE WAGENER BLVD,FT LAUDERDALE,FL,33315,3571,BROWARD
FL-I-1387,"WINE CLEARING, INC.", ,2210 NW 29TH ST,OAKLAND PARK,FL,33311,2145,BROWARD
FL-I-1388,"LAPHAM SALES & MARKETING, INC.", ,255 COMMERCIAL BLVD,LAUDERDALE BY THE SEA,FL,33308,4419,BROWARD
FL-I-1390,"A.I.G. WINE & SPIRITS IMPORT CO., INC.", ,5329 NW 107TH AVE,CORAL SPRINGS,FL,33076,2738,BROWARD
FL-I-1392,HUNTINGTON BEVERAGE COMPANY, ,101 E KENNEDY BLVD,TAMPA,FL,33602,5188,HILLSBOROUGH
FL-I-1397,"POLEX IMPORT/EXPORT, INC.",POLEX,5790 FOX HOLLOW DR,BOCA RATON,FL,33486,8922,PALM BEACH
FL-I-1400,"CORAL IMPORTS, INC.", ,929 CLINT MOORE RD,BOCA RATON,FL,33487,2802,PALM BEACH
FL-I-1401,BERJAC L.C., ,3406 SW 26TH TER,FORT LAUDERDALE,FL,33312,5010,BROWARD
FL-I-1402,JFC INTERNATIONAL INC., ,1728  PARK CENTRAL BLVD N,POMPANO BEACH,FL,33064,0,BROWARD
FL-I-1403,"MONIN, INC.", ,2100 RANGE RD,CLEARWATER,FL,33765,2125,PINELLAS
FL-I-1405,BAZAR ESPANA CORP., ,3459 SW 23RD TER,MIAMI,FL,33145,3022,MIAMI-DADE
FL-I-1407,INTERNATIONAL BONDED EXPORT SERVICE CORP., ,2200 NW 102ND PL,DORAL,FL,33172,2516,MIAMI-DADE
FL-I-1409,"STANDARD ENTERPRISE INTERNATIONAL LTD., INC.", ,3931 RCA BLVD,PALM BEACH GARDENS,FL,33410,4287,PALM BEACH
FL-I-1410,"INTERNATIONAL HOUSE OF FINE WINES, INC.",TRICANA INTERNATIONAL,1405 A SW 10TH AVE,POMPANO BEACH,FL,33069,4601,BROWARD
FL-I-1416,"DISCOVER INTERNATIONAL, INC.", ,5536 NW 161TH ST,HIALEAH,FL,33014,0,DADE
FL-I-1419,"ALBA DISTRIBUTORS OF FLORIDA, INC.", ,7201 NW 35TH AVE,MIAMI,FL,33147,5833,MIAMI-DADE
FL-I-1422,"ANDEAN IMPORTS, INC.", ,9360 SW 72ND ST,MIAMI,FL,33173,5482,MIAMI-DADE
FL-I-1425,OLIVER TRADING COMPANY INC., ,1080F ENDEAVOUR WAY,LARGO,FL,33711,0,PINELLAS
FL-I-1426,YVONNE M. TREASURE,TREASURES OF THE VINE,3 PELICAN ISLE,FT LAUDERDALE,FL,33301,1521,BROWARD
FL-I-1427,"3 CASTLES LIQUOR IMPORTS, INC.", ,2279 TONIWOOD LN,PALM HARBOR,FL,34685,2228,PINELLAS
FL-I-1428,"INTERIOR CONCEPTS INTERNATIONAL, INC","INTERNATIONAL RESOURCE AND TRADE, INC.",2901 COMMERCE PARK DR,BOYNTON BEACH,FL,33426,8728,PALM BEACH
FL-I-1429,GRAZIANO IMPORT & EXPORT COMPANY, ,10865 NW 29TH ST,DORAL,FL,33172,5945,MIAMI-DADE
FL-I-1436,COLOMBIAN NATIONAL  BEVERAGE CORP., ,9165 COLLINS AVE,SURFSIDE,FL,33154,3118,MIAMI-DADE
FL-I-1437,"SEEMAYER ASSOCIATES, INC.", ,5210 EAGLE DR,FORT PIERCE,FL,34951,2366,SAINT LUCIE
FL-I-1443,CREVILL INC., ,209 W 21ST ST,HIALEAH,FL,33010,2516,MIAMI-DADE
FL-I-1447,"CANESSE, INC.",GRANDS VINS DE FRANCE,4410 14TH AVE,BRADENTON,FL,34208,5810,MANATEE
FL-I-1448,"DPP GROUP, INC.", ,183 WESTCLIFF DR,OCOEE,FL,34761,5631,ORANGE
FL-I-1452,GIZELLA MERNYEI,ZELL-A-MER,501 3 ISLAND BLVD,HALLANDALE,FL,33009,0,BROWARD
FL-I-1453,"TRANSYLVANIA DELIGHT, INC.", ,3075 SW 61ST AVE,MIRAMAR,FL,33023,5179,BROWARD
FL-I-1454,"USA WINES & FOOD, INC.", ,102 NE 22ND ST,MIAMI,FL,33137,4825,MIAMI-DADE
FL-I-1456,EAST MEETS WEST TRADING COMPANY, ,3545 KENDALL RD,CAPE HAZE,FL,33947,2334,CHARLOTTE
FL-I-1458,JEMAR TRADING CORP., ,1055 BELLA VISTA AVE,CORAL GABLES,FL,33156,6451,MIAMI-DADE
FL-I-1459,"DIFAST IMPORT & EXPORT MOTORS, INC.",DIFAST IMPORT & EXPORT,5530 NW 84TH AVE,DORAL,FL,33166,3335,MIAMI-DADE
FL-I-1460,"JCL IMPORT EXPORT, INC.", ,1344 PINE RIDGE CIR,TARPON SPRINGS,FL,34688,6434,PINELLAS
FL-I-1463,"DUCAT CELLARS, INC.", ,11725 NW 100TH RD,MEDLEY,FL,33178,1013,MIAMI-DADE
FL-I-1464,VEGA IMPORT EXPORT INC., ,11924 SW 130TH CT,MIAMI,FL,33186,4500,MIAMI-DADE
FL-I-1465,"GREAT HOUSE OF WINE, INC.", ,10852 SW 188TH ST,MIAMI,FL,33157,6781,MIAMI-DADE
FL-I-1474,THE DANISH BREWERY GROUP INC., ,3785 NW 82ND AVE,DORAL,FL,33166,6630,MIAMI-DADE
FL-I-1475,"REU-DOM INVESTMENTS & HOLDINGS, INC.",WORLD CLASS BEER IMPORTS,3750 NE 4TH AVE,OAKLAND PARK,FL,33334,2243,BROWARD
FL-I-1477,"PROSPECT ENTERPRISES, INC.",KANSAS MARINE COMPANY,5511 NW 163RD ST,HIALEAH,FL,33014,6131,MIAMI-DADE
FL-I-1478,"OVERSEAS SUPPLY AGENCY, INC.",OVERSEAS SUPPLY AGENCY,6026 LEE ANN LN,NAPLES,FL,34109,6230,COLLIER
FL-I-1479,"INTERNATIONAL DUTY FREE MERCHANTS, INC.", ,755 NW 72ND AVENUE PLZ,MIAMI,FL,33126,0,DADE
FL-I-1482,SVEN G. REITER, ,503 LARGO VISTA DR,OAKLAND,FL,34787,8975,ORANGE
FL-I-1483,"PREMIER BEVERAGE COMPANY, LLC",AUGUSTAN WINE IMPORTS,9801 PREMIER PKWY,MIRAMAR,FL,33025,3200,BROWARD
FL-I-1484,"PREMIER BEVERAGE COMPANY, LLC",AUGUSTAN WINE IMPORTS,2400 SAND LAKE RD,ORLANDO,FL,32809,9109,ORANGE
FL-I-1485,"PREMIER BEVERAGE COMPANY, LLC",AUGUSTAN WINE IMPORTS,8826 GROW DR,PENSACOLA,FL,32514,0,ESCAMBIA
FL-I-1487,"PREMIER BEVERAGE COMPANY, LLC",AUGUSTAN WINE IMPORTS,2001 ELLIS RD N,JACKSONVILLE,FL,32254,1615,DUVAL
FL-I-1492,TRADEMARK MARKETING INC., ,1550 SW 1ST ST,MIAMI,FL,33135,2162,MIAMI-DADE
FL-I-15000,"HOMETOWN BEVERAGE DISTRIBUTORS, INC.", ,7910 NW 66TH ST,MIAMI,FL,33166,2727,MIAMI-DADE
FL-I-15002,"COLLI COMPANY, INC.", ,414 CABOOSE LN,VALRICO,FL,33594,6809,HILLSBOROUGH
FL-I-15003,"IMPORTS UNLIMITED, LLC", ,1522 SAINT EDMUNDS  PL,HEATHROW,FL,32746,1998,SEMINOLE
FL-I-15005,"CAPE WINE VENTURES, LLC",WINESOURCE INTERNATIONAL,441 SW 12TH AVE,DEERFIELD BEACH,FL,33442,3109,BROWARD
FL-I-15006,"AMERICAN PROLOGIC, INC.", ,13331 SW 135TH AVE,MIAMI,FL,33186,6267,MIAMI-DADE
FL-I-15007,"SPAIN'S HARVEST, INC.", ,4854 NW 114 CT,MIAMI,FL,33178,4835,MIAMI-DADE
FL-I-15008,"MILLENNIUM NATIONAL IMPORTS, INC.", ,5302 SAPPHIRE  VLY,BOCA RATON,FL,33486,1426,PALM BEACH
FL-I-15009,VINHO IMPORTS INC.,VINHO IMPORTS,8010 W 23RD AVE,HIALEAH,FL,33016,5561,MIAMI-DADE
FL-I-1501,MEZZALUNA SPIRITS CO.,KENNSINGTON IMPORT CO.,3000 ISLAND BLVD,AVENTURA,FL,33160,4923,MIAMI-DADE
FL-I-15010,"VICTOR KOSHER WINES, INC.",VICTOR WINES,1720 HARRISON ST,HOLLYWOOD,FL,33020,6850,BROWARD
FL-I-15011,"ARAGUA SERVICES, INC.", ,444 BRICKELL AVE,MIAMI,FL,33131,2488,MIAMI-DADE
FL-I-15013,"SELECTED EUROPEAN PRODUCTS, INC.", ,684 N DIXIE  HWY,HOLLYWOOD,FL,33020,3906,BROWARD
FL-I-15014,"VENETIA ASSOCIATES, INC.", ,555 NE 15 ST STE 934,MIAMI,FL,33132,1455,MIAMI-DADE
FL-I-15015,"ITG DIRECT, INC", ,7853 GUNN HWY,TAMPA,FL,33626,1611,HILLSBOROUGH
FL-I-15017,MIAMI TRANSWORLD COMPANY, ,7225 NW 68TH ST,MIAMI,FL,33166,3017,MIAMI-DADE
FL-I-15019,"ANDES SOUTH, CORP.",ANDES SOUTH,5401 NW 102 AVE,SUNRISE,FL,33351,8736,BROWARD
FL-I-15020,"G M MIOLO USA, INC.", ,5731A NE 14TH AVE,FORT LAUDERDALE,FL,33334,6105,BROWARD
FL-I-15021,"VINO DE VINO, INC.", ,1719  TRADE CENTER  WAY,NAPLES,FL,34109,2724,COLLIER
FL-I-15022,ELITE IMPORTS INC., ,960 MOSS TREE PL,LONGWOOD,FL,32750,4069,SEMINOLE
FL-I-15023,"PARNELL WORLDWIDE, INC.", ,450 NE 91ST  ST,MIAMI SHORES,FL,33138,3151,MIAMI-DADE
FL-I-15024,"ANDERSSON WINES INTERNATIONAL, LLC", ,9403 AZALEA RIDGE WAY,GOTHA,FL,34734,5063,ORANGE
FL-I-15026,MAYS UNIVERSE INC., ,377 W MALLORY CIR,DELRAY BEACH,FL,33483,5279,PALM BEACH
FL-I-15027,U. W. D. I. INC., ,1105 FORT CLARKE BLVD,GAINESVILLE,FL,32606,7124,ALACHUA
FL-I-15029,"LEGACY IMPORTS, INC.", ,9498 ALTERNATE A1,LAKE PARK,FL,33403,1439,PALM BEACH
FL-I-15030,"THE BROOM CLOSET, INC.",V-S DISTRIBUTION,1274 SUNBURY RD,FT MYERS,FL,33901,8739,LEE
FL-I-15031,"SPIRITS OF GUATEMALA, INC.", ,5200 BLUE LAGOON DR,MIAMI,FL,33126,7001,MIAMI-DADE
FL-I-15032,"ALMA SERVICES CORPORATION, INC.", ,3840 LAKE DRAWDY DR,ORLANDO,FL,32820,1445,ORANGE
FL-I-15035,HOLLEY INTERNATIONAL TRADING LLC, ,27177 SHELL RIDGE CIR,BONITA SPRINGS,FL,34134,799,LEE
FL-I-15037,"DON DOMINGO IMPORT & EXPORT, INC.", ,1794 NW 82ND AVE,MIAMI,FL,33126,1016,MIAMI-DADE
